sample_index,class_key,project,repo_id,module,scope_key,build_tool,focal_class,test_class,status,fail_stage,duration_sec,sandbox_path,detail,source_run_id,source_run_sample_index
193,85795396:core/src/main/java/org/apache/calcite/avatica/connectionconfigimpl.java,85795396,85795396,core,gradle:core,Gradle,ConnectionConfigImpl,ConnectionConfigImpl_RBL4Test_625c2e75,PASS,ok,42.133,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\049_85795396_ConnectionConfigImpl_625c2e75,sandbox readiness passed,pilot60_resume_20260724_083102,49
194,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbyjoblogserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,StandbyJobLogServiceImpl,StandbyJobLogServiceImpl_RBL4_c897b221Test,PASS,ok,75.084,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\094_49384652_c897b221,sandbox readiness passed,20260724_022225_resume240,94
195,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/tospyreplacingprocessor.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,ToSpyReplacingProcessor,ToSpyReplacingProcessor_RBL4Test_252c76a1,PASS,ok,0.433,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\055_97822421_ToSpyReplacingProcessor_252c76a1,sandbox readiness passed,pilot60_resume_20260724_083102,55
196,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/maxpointonline/plainloop/solution.java,41627638,41627638,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,Solution,Solution_RBL4Test_5e962fc1,PASS,ok,8.163,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\009_41627638_Solution_5e962fc1,sandbox readiness passed,pilot60_resume_20260724_083102,9
197,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/suiteendedevent.java,44308560,44308560,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,SuiteEndedEvent,SuiteEndedEvent_RBL4_7aed3afcTest,PASS,ok,6.493,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\053_44308560_7aed3afc,sandbox readiness passed,20260724_022225_resume240,53
198,6944525:d2/src/main/java/com/linkedin/d2/discovery/event/propertyeventbusrequeststhrottler.java,6944525,6944525,d2,gradle:d2,Gradle,PropertyEventBusRequestsThrottler,PropertyEventBusRequestsThrottler_RBL4_41aae381Test,PASS,ok,248.567,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\153_6944525_41aae381,sandbox readiness passed,20260724_022225_resume240,153
199,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbchighwatermark.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,JdbcHighWaterMark,JdbcHighWaterMark_RBL4_0b3aff22Test,PASS,ok,94.971,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\188_81384608_0b3aff22,sandbox readiness passed,20260724_022225_resume240,188
200,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/abstractdatasetoptionsaccess.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,AbstractDataSetOptionsAccess,AbstractDataSetOptionsAccess_RBL4_da844f5aTest,PASS,ok,95.096,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\189_81384608_da844f5a,sandbox readiness passed,20260724_022225_resume240,189
201,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/contexts/executablecallcontext.java,44308560,44308560,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,ExecutableCallContext,ExecutableCallContext_RBL4_4fbd413bTest,PASS,ok,6.398,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\054_44308560_4fbd413b,sandbox readiness passed,20260724_022225_resume240,54
202,78444970:examples/structures/src/main/java/ds/heap/arrayheap.java,78444970,78444970,examples/structures,maven:examples/structures,Maven,ArrayHeap,ArrayHeap_RBL4_cc0b81f1Test,PASS,ok,2.634,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\181_78444970_cc0b81f1,sandbox readiness passed,20260724_022225_resume240,181
203,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/httpmethod.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,HTTPMethod,HTTPMethod_RBL4_383f035cTest,PASS,ok,0.223,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\099_558963_383f035c,sandbox readiness passed,20260724_022225_resume240,99
204,41547678:turin-compiler/src/main/java/me/tomassetti/turin/typesystem/invokablereferencetypeusage.java,41547678,41547678,turin-compiler,maven:turin-compiler,Maven,InvokableReferenceTypeUsage,InvokableReferenceTypeUsage_RBL4_9b774e58Test,PASS,ok,26.722,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\027_41547678_9b774e58,sandbox readiness passed,20260724_022225_resume240,27
205,49384652:niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/loggerhelper.java,49384652,49384652,niubi-job-framework/niubi-job-core,maven:niubi-job-framework/niubi-job-core,Maven,LoggerHelper,LoggerHelper_RBL4_5d49c4feTest,PASS,ok,10.641,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\095_49384652_5d49c4fe,sandbox readiness passed,20260724_022225_resume240,95
206,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/hashing/ringbasedurimapper.java,6944525,6944525,d2,gradle:d2,Gradle,RingBasedUriMapper,RingBasedUriMapper_RBL4_077b6da2Test,PASS,ok,185.184,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\154_6944525_077b6da2,sandbox readiness passed,20260724_022225_resume240,154
207,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/manager.java,46396068,46396068,hbase0.98/hbase-manager-0.98,maven:hbase0.98/hbase-manager-0.98,Maven,Manager,Manager_RBL4_cc963dd8Test,PASS,ok,75.465,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\067_46396068_cc963dd8,sandbox readiness passed,20260724_022225_resume240,67
208,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/language/localizablecontent.java,3847504,3847504,modules/weblounge-common,maven:modules/weblounge-common,Maven,LocalizableContent,LocalizableContent_RBL4_9f4346c7Test,PASS,ok,183.694,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\008_3847504_9f4346c7,sandbox readiness passed,20260724_022225_resume240,8
209,66303306:web/src/main/java/com/bazaarvoice/emodb/web/scanner/scanuploader.java,66303306,66303306,web,maven:web,Maven,ScanUploader,ScanUploader_RBL4_0559e9a5Test,PASS,ok,134.277,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\148_66303306_0559e9a5,sandbox readiness passed,20260724_022225_resume240,148
210,6293402:server/src/main/java/com/vaadin/util/currentinstance.java,6293402,6293402,server,maven:server,Maven,CurrentInstance,CurrentInstance_RBL4Test_2f6a5671,PASS,ok,232.71,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\031_6293402_CurrentInstance_2f6a5671,sandbox readiness passed,pilot60_resume_20260724_083102,31
211,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/boundingbox.java,6437134,6437134,enav-model,maven:enav-model,Maven,BoundingBox,BoundingBox_RBL4_1f61159dTest,PASS,ok,8.134,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d,sandbox readiness passed,20260724_022225_resume240,131
212,41547678:turin-compiler/src/main/java/me/tomassetti/turin/typesystem/primitivetypeusage.java,41547678,41547678,turin-compiler,maven:turin-compiler,Maven,PrimitiveTypeUsage,PrimitiveTypeUsage_RBL4_d8ff3e11Test,PASS,ok,38.839,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\028_41547678_d8ff3e11,sandbox readiness passed,20260724_022225_resume240,28
213,66303306:event/src/main/java/com/bazaarvoice/emodb/event/core/defaulteventstore.java,66303306,66303306,event,maven:event,Maven,DefaultEventStore,DefaultEventStore_RBL4_cf4261e0Test,PASS,ok,33.223,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\149_66303306_cf4261e0,sandbox readiness passed,20260724_022225_resume240,149
214,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasyncprogresstimer.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,ParsecAsyncProgressTimer,ParsecAsyncProgressTimer_RBL4_9551429bTest,PASS,ok,14.768,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\166_74999474_9551429b,sandbox readiness passed,20260724_022225_resume240,166
215,3713233:core/src/main/java/org/junithelper/core/generator/linebreakprovider.java,3713233,3713233,core,maven:core,Maven,LineBreakProvider,LineBreakProvider_RBL4_dcf587c0Test,PASS,ok,1.919,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\004_3713233_dcf587c0,sandbox readiness passed,20260724_022225_resume240,4
216,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/resourceargumentsurn.java,45997449,45997449,WebRex,maven:WebRex,Maven,ResourceArgumentsUrn,ResourceArgumentsUrn_RBL4_4484f2f5Test,PASS,ok,9.302,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\059_45997449_4484f2f5,sandbox readiness passed,20260724_022225_resume240,59
217,77481567:core/src/main/java/de/voidnode/trading4j/api/failed.java,77481567,77481567,core,maven:core,Maven,Failed,Failed_RBL4Test_3e31fae6,PASS,ok,0.443,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\043_77481567_Failed_3e31fae6,sandbox readiness passed,pilot60_resume_20260724_083102,43
218,61565876:injector/src/main/java/ch/jalu/injector/handlers/postconstruct/postconstructmethodinvoker.java,61565876,61565876,injector,maven:injector,Maven,PostConstructMethodInvoker,PostConstructMethodInvoker_RBL4_68accc5aTest,PASS,ok,0.276,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\118_61565876_68accc5a,sandbox readiness passed,20260724_022225_resume240,118
219,6293402:server/src/main/java/com/vaadin/server/localeservice.java,6293402,6293402,server,maven:server,Maven,LocaleService,LocaleService_RBL4_e764fd86Test,PASS,ok,15.138,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\124_6293402_e764fd86,sandbox readiness passed,20260724_022225_resume240,124
220,41547678:turin-compiler/src/main/java/me/tomassetti/turin/compiler/paramutils.java,41547678,41547678,turin-compiler,maven:turin-compiler,Maven,ParamUtils,ParamUtils_RBL4_6e5d9f86Test,PASS,ok,40.674,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\029_41547678_6e5d9f86,sandbox readiness passed,20260724_022225_resume240,29
221,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/domain/lotterynumbers.java,64487983,64487983,hexagonal,maven:hexagonal,Maven,LotteryNumbers,LotteryNumbers_RBL4_eef37d9aTest,PASS,ok,3.938,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\142_64487983_eef37d9a,sandbox readiness passed,20260724_022225_resume240,142
222,41547678:turin-compiler/src/main/java/me/tomassetti/turin/resolvers/srcsymbolresolver.java,41547678,41547678,turin-compiler,maven:turin-compiler,Maven,SrcSymbolResolver,SrcSymbolResolver_RBL4Test_8fe4f5a7,PASS,ok,15.959,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\007_41547678_SrcSymbolResolver_8fe4f5a7,sandbox readiness passed,pilot60_resume_20260724_083102,7
223,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/versionsevent.java,44308560,44308560,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,VersionsEvent,VersionsEvent_RBL4_b783240eTest,PASS,ok,6.389,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\055_44308560_b783240e,sandbox readiness passed,20260724_022225_resume240,55
224,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/routerouteparser.java,6437134,6437134,enav-serialization,maven:enav-serialization,Maven,RouteRouteParser,RouteRouteParser_RBL4_6c97342fTest,PASS,ok,10.975,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\132_6437134_6c97342f,sandbox readiness passed,20260724_022225_resume240,132
225,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/serialization/delegatingserializationservice.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,DelegatingSerializationService,DelegatingSerializationService_RBL4_7ac59f01Test,PASS,ok,66.597,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\083_48046454_7ac59f01,sandbox readiness passed,20260724_022225_resume240,83
226,6944525:d2/src/main/java/com/linkedin/d2/balancer/servers/zookeeperconnectionmanager.java,6944525,6944525,d2,gradle:d2,Gradle,ZooKeeperConnectionManager,ZooKeeperConnectionManager_RBL4_3804399dTest,PASS,ok,122.729,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\155_6944525_3804399d,sandbox readiness passed,20260724_022225_resume240,155
227,41547678:turin-compiler/src/main/java/me/tomassetti/turin/parser/ast/qualifiedname.java,41547678,41547678,turin-compiler,maven:turin-compiler,Maven,QualifiedName,QualifiedName_RBL4_3bf6f68aTest,PASS,ok,79.459,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\030_41547678_3bf6f68a,sandbox readiness passed,20260724_022225_resume240,30
228,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/status.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,Status,Status_RBL4Test_095adb46,PASS,ok,0.293,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\025_558963_Status_095adb46,sandbox readiness passed,pilot60_resume_20260724_083102,25
229,45997449:webrex/src/main/java/com/ebayopensource/webrex/util/splitters.java,45997449,45997449,WebRex,maven:WebRex,Maven,Splitters,Splitters_RBL4_4e640540Test,PASS,ok,0.447,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\060_45997449_4e640540,sandbox readiness passed,20260724_022225_resume240,60
230,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/balance.java,46396068,46396068,hbase0.98/hbase-manager-0.98,maven:hbase0.98/hbase-manager-0.98,Maven,Balance,Balance_RBL4_d86eb020Test,PASS,ok,113.668,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\068_46396068_d86eb020,sandbox readiness passed,20260724_022225_resume240,68
231,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/reflectionutils.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,ReflectionUtils,ReflectionUtils_RBL4_4f424f3bTest,PASS,ok,4.833,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\084_48046454_4f424f3b,sandbox readiness passed,20260724_022225_resume240,84
232,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/url/urlimpl.java,3847504,3847504,modules/weblounge-common,maven:modules/weblounge-common,Maven,UrlImpl,UrlImpl_RBL4_8ce169b0Test,PASS,ok,196.019,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\009_3847504_8ce169b0,sandbox readiness passed,20260724_022225_resume240,9
233,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/scriptimpl.java,3847504,3847504,modules/weblounge-common,maven:modules/weblounge-common,Maven,ScriptImpl,ScriptImpl_RBL4_1794d49eTest,PASS,ok,208.644,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\010_3847504_1794d49e,sandbox readiness passed,20260724_022225_resume240,10
234,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/message/mpmessages.java,43105609,43105609,weixin-mp,maven:weixin-mp,Maven,MpMessages,MpMessages_RBL4_bb977cfcTest,PASS,ok,33.474,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\045_43105609_bb977cfc,sandbox readiness passed,20260724_022225_resume240,45
235,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/highwatermarkinputformat.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,HighWaterMarkInputFormat,HighWaterMarkInputFormat_RBL4_5fd49e1fTest,PASS,ok,99.395,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\190_81384608_5fd49e1f,sandbox readiness passed,20260724_022225_resume240,190
236,45997449:webrex/src/main/java/com/ebayopensource/webrex/util/joiners.java,45997449,45997449,WebRex,maven:WebRex,Maven,Joiners,Joiners_RBL4_dbe644b5Test,PASS,ok,0.454,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\061_45997449_dbe644b5,sandbox readiness passed,20260724_022225_resume240,61
237,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/pageleturiimpl.java,3847504,3847504,modules/weblounge-common,maven:modules/weblounge-common,Maven,PageletURIImpl,PageletURIImpl_RBL4_a30ec522Test,PASS,ok,170.812,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\011_3847504_a30ec522,sandbox readiness passed,20260724_022225_resume240,11
238,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/stackframevariables.java,44308560,44308560,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,StackFrameVariables,StackFrameVariables_RBL4Test_996db0ed,PASS,ok,111.664,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\013_44308560_StackFrameVariables_996db0ed,sandbox readiness passed,pilot60_resume_20260724_083102,13
239,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/mimetype.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,MIMEType,MIMEType_RBL4_d908a814Test,PASS,ok,0.287,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\100_558963_d908a814,sandbox readiness passed,20260724_022225_resume240,100
240,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/warmuploadbalancer.java,6944525,6944525,d2,gradle:d2,Gradle,WarmUpLoadBalancer,WarmUpLoadBalancer_RBL4_7142b9faTest,PASS,ok,122.309,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\156_6944525_7142b9fa,sandbox readiness passed,20260724_022225_resume240,156
241,66303306:web/src/main/java/com/bazaarvoice/emodb/web/scanner/scanstatus/datastorescanstatusdao.java,66303306,66303306,web,maven:web,Maven,DataStoreScanStatusDAO,DataStoreScanStatusDAO_RBL4_09996397Test,PASS,ok,163.834,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\150_66303306_09996397,sandbox readiness passed,20260724_022225_resume240,150
242,46396068:hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/load/loadio.java,46396068,46396068,hbase0.98/hbase-table-stat-0.98,maven:hbase0.98/hbase-table-stat-0.98,Maven,LoadIO,LoadIO_RBL4_2ca68fd5Test,PASS,ok,27.459,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\069_46396068_2ca68fd5,sandbox readiness passed,20260724_022225_resume240,69
243,61565876:injector/src/main/java/ch/jalu/injector/injectorimpl.java,61565876,61565876,injector,maven:injector,Maven,InjectorImpl,InjectorImpl_RBL4_0d84927dTest,PASS,ok,0.277,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\119_61565876_0d84927d,sandbox readiness passed,20260724_022225_resume240,119
244,98410891:core/src/main/java/com/softavail/commsrouter/api/service/skillvalidator.java,98410891,98410891,core,maven:core,Maven,SkillValidator,SkillValidator_RBL4_cb7f3212Test,PASS,ok,24.549,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\230_98410891_cb7f3212,sandbox readiness passed,20260724_022225_resume240,230
245,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/entitynode.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,EntityNode,EntityNode_RBL4Test_58c2959b,PASS,ok,11.712,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\059_9884445_EntityNode_58c2959b,sandbox readiness passed,pilot60_resume_20260724_083102,59
246,46396068:hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/util.java,46396068,46396068,hbase0.98/hbase-common-0.98,maven:hbase0.98/hbase-common-0.98,Maven,Util,Util_RBL4_ac867cd2Test,PASS,ok,0.3,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\070_46396068_ac867cd2,sandbox readiness passed,20260724_022225_resume240,70
247,78444970:examples/graph/src/main/java/graph/algorithm/mst/jarnikprim.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,JarnikPrim,JarnikPrim_RBL4_9f5bd54aTest,PASS,ok,2.66,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\182_78444970_9f5bd54a,sandbox readiness passed,20260724_022225_resume240,182
248,3713233:core/src/main/java/org/junithelper/command/forcejunitversion3command.java,3713233,3713233,core,maven:core,Maven,ForceJUnitVersion3Command,ForceJUnitVersion3Command_RBL4_87a370f3Test,PASS,ok,1.657,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\005_3713233_87a370f3,sandbox readiness passed,20260724_022225_resume240,5
249,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/separatorconventioncheck.java,39195736,39195736,jproperties-checks,maven:jproperties-checks,Maven,SeparatorConventionCheck,SeparatorConventionCheck_RBL4Test_f2dcb8d8,PASS,ok,12.634,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\005_39195736_SeparatorConventionCheck_f2dcb8d8,sandbox readiness passed,pilot60_resume_20260724_083102,5
250,6944525:d2/src/main/java/com/linkedin/d2/balancer/strategies/relative/clientselector.java,6944525,6944525,d2,gradle:d2,Gradle,ClientSelector,ClientSelector_RBL4_2a9168baTest,PASS,ok,117.318,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\157_6944525_2a9168ba,sandbox readiness passed,20260724_022225_resume240,157
251,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/auth/defaultauthenticator.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,DefaultAuthenticator,DefaultAuthenticator_RBL4_64672f9fTest,PASS,ok,0.25,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\101_558963_64672f9f,sandbox readiness passed,20260724_022225_resume240,101
252,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/cache/resourcecache.java,45997449,45997449,WebRex,maven:WebRex,Maven,ResourceCache,ResourceCache_RBL4_57adf17bTest,PASS,ok,0.437,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\062_45997449_57adf17b,sandbox readiness passed,20260724_022225_resume240,62
253,98410891:core/src/main/java/com/softavail/commsrouter/domain/dto/mappers/attributedomainmapper.java,98410891,98410891,core,maven:core,Maven,AttributeDomainMapper,AttributeDomainMapper_RBL4_8e2f6551Test,PASS,ok,36.997,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\231_98410891_8e2f6551,sandbox readiness passed,20260724_022225_resume240,231
254,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/httpresponse.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,HTTPResponse,HTTPResponse_RBL4_589cc16fTest,PASS,ok,0.386,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\102_558963_589cc16f,sandbox readiness passed,20260724_022225_resume240,102
255,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/scheduler/periodicjobtrigger.java,3847504,3847504,modules/weblounge-common,maven:modules/weblounge-common,Maven,PeriodicJobTrigger,PeriodicJobTrigger_RBL4_4c73c73cTest,PASS,ok,52.532,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\012_3847504_4c73c73c,sandbox readiness passed,20260724_022225_resume240,12
256,85795396:core/src/main/java/org/apache/calcite/avatica/remote/kerberosconnection.java,85795396,85795396,core,gradle:core,Gradle,KerberosConnection,KerberosConnection_RBL4_e0bbdbb3Test,PASS,ok,61.579,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\197_85795396_e0bbdbb3,sandbox readiness passed,20260724_022225_resume240,197
257,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/scheduler/quartzjob.java,3847504,3847504,modules/weblounge-common,maven:modules/weblounge-common,Maven,QuartzJob,QuartzJob_RBL4Test_b84fb44f,PASS,ok,128.878,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\002_3847504_QuartzJob_b84fb44f,sandbox readiness passed,pilot60_resume_20260724_083102,2
258,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/connector/writefilep.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,WriteFileP,WriteFileP_RBL4_85ca0ba5Test,PASS,ok,4.911,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\085_48046454_85ca0ba5,sandbox readiness passed,20260724_022225_resume240,85
