sample_id,repository,class_fqn,class_path,project_root,selection_seed,selection_role,backup_rank,selected_for_pilot,replacement_candidate_for,notes
S191,52972024,FullObjectCreatorResolutionStrategy,CoreFeatures/MessageProcessing/ObjectCreationStrategies/src/main/java/info/smart_tools/smartactors/message_processing/object_creation_strategies/FullObjectCreatorResolutionStrategy.java,repos/52972024,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=FullObjectCreatorResolutionStrategyTest;test_path=CoreFeatures/MessageProcessing/ObjectCreationStrategies/src/test/java/info/smart_tools/smartactors/message_processing/object_creation_strategies/FullObjectCreatorResolutionStrategyTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_293.json
S192,52972024,UuidNextIdStrategy,CoreFeatures/IOCStrategyPack/UuidNextIdStrategy/src/main/java/info/smart_tools/smartactors/ioc_strategy_pack/uuid_nextid_strategy/UuidNextIdStrategy.java,repos/52972024,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=UuidNextIdStrategyTest;test_path=CoreFeatures/IOCStrategyPack/UuidNextIdStrategy/src/test/java/info/smart_tools/smartactors/ioc_strategy_pack/uuid_nextid_strategy/UuidNextIdStrategyTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_273.json
S193,5455433,MediaSessionImpl,client/jsr-309/driver/src/main/java/org/restcomm/javax/media/mscontrol/MediaSessionImpl.java,repos/5455433,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=MediaSessionImplTest;test_path=client/jsr-309/driver/src/test/java/org/restcomm/javax/media/mscontrol/MediaSessionImplTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_192.json
S194,5455433,ModifyConnectionCommand,control/mgcp/src/main/java/org/restcomm/media/core/control/mgcp/command/ModifyConnectionCommand.java,repos/5455433,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=ModifyConnectionCommandTest;test_path=control/mgcp/src/test/java/org/restcomm/media/core/control/mgcp/command/ModifyConnectionCommandTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_260.json
S195,5455433,PacketHandlerPipeline,network/src/main/java/org/restcomm/media/core/network/deprecated/channel/PacketHandlerPipeline.java,repos/5455433,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=PacketHandlerPipelineTest;test_path=network/src/test/java/org/restcomm/media/core/network/deprecated/channel/PacketHandlerPipelineTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_17.json
S196,5455433,TimingFieldParser,sdp/src/main/java/org/restcomm/media/core/sdp/fields/parser/TimingFieldParser.java,repos/5455433,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=TimingFieldParserTest;test_path=sdp/src/test/java/org/restcomm/media/core/sdp/fields/parser/TimingFieldParserTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_100.json
S197,5455433,Formats,spi/src/main/java/org/restcomm/media/core/spi/format/Formats.java,repos/5455433,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=FormatsTest;test_path=spi/src/test/java/org/restcomm/media/core/spi/format/FormatsTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_382.json
S198,5455433,NioUdpTransport,rtp/src/main/java/org/restcomm/media/core/rtp/secure/NioUdpTransport.java,repos/5455433,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=NioUdpTransportTest;test_path=rtp/src/test/java/org/restcomm/media/core/rtp/secure/NioUdpTransportTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_145.json
S199,5455433,DirectNetworkGuard,network/src/main/java/org/restcomm/media/core/network/netty/filter/DirectNetworkGuard.java,repos/5455433,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=DirectNetworkGuardTest;test_path=network/src/test/java/org/restcomm/media/core/network/netty/filter/DirectNetworkGuardTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_29.json
S200,5455433,RtcpSdesChunk,rtp/src/main/java/org/restcomm/media/core/rtcp/RtcpSdesChunk.java,repos/5455433,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=RtcpSdesChunkTest;test_path=rtp/src/test/java/org/restcomm/media/core/rtcp/RtcpSdesChunkTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_167.json
S201,5455433,SrtpDecoder,rtp/src/main/java/org/restcomm/media/core/rtp/netty/SrtpDecoder.java,repos/5455433,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=SrtpDecoderTest;test_path=rtp/src/test/java/org/restcomm/media/core/rtp/netty/SrtpDecoderTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_126.json
S202,5455433,SupportedFeaturesImpl,client/jsr-309/driver/src/main/java/org/restcomm/javax/media/mscontrol/SupportedFeaturesImpl.java,repos/5455433,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=SupportedFeaturesImplTest;test_path=client/jsr-309/driver/src/test/java/org/restcomm/javax/media/mscontrol/SupportedFeaturesImplTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_201.json
S203,5455433,OriginFieldParser,sdp/src/main/java/org/restcomm/media/core/sdp/fields/parser/OriginFieldParser.java,repos/5455433,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=OriginFieldParserTest;test_path=sdp/src/test/java/org/restcomm/media/core/sdp/fields/parser/OriginFieldParserTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_79.json
S204,5455433,Frame,spi/src/main/java/org/restcomm/media/core/spi/memory/Frame.java,repos/5455433,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/RestComm/media-core;test_class=FrameTest;test_path=spi/src/test/java/org/restcomm/media/core/spi/memory/FrameTest.java;dataset_json=raw/classes2test/dataset/5455433/5455433_376.json
S205,5793738,VariableScopeExpressionEvaluator,activiti-core/activiti-api-impl/activiti-api-process-runtime-impl/src/main/java/org/activiti/runtime/api/impl/VariableScopeExpressionEvaluator.java,repos/5793738,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=VariableScopeExpressionEvaluatorTest;test_path=activiti-core/activiti-api-impl/activiti-api-process-runtime-impl/src/test/java/org/activiti/runtime/api/impl/VariableScopeExpressionEvaluatorTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_100.json
S206,5793738,ToTaskCompletedConverter,activiti-core/activiti-api-impl/activiti-api-task-runtime-impl/src/main/java/org/activiti/runtime/api/event/impl/ToTaskCompletedConverter.java,repos/5793738,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=ToTaskCompletedConverterTest;test_path=activiti-core/activiti-api-impl/activiti-api-task-runtime-impl/src/test/java/org/activiti/runtime/api/event/impl/ToTaskCompletedConverterTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_30.json
S207,5793738,ApplicationDiscovery,activiti-core-common/activiti-spring-application/src/main/java/org/activiti/application/ApplicationDiscovery.java,repos/5793738,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=ApplicationDiscoveryTest;test_path=activiti-core-common/activiti-spring-application/src/test/java/org/activiti/application/ApplicationDiscoveryTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_218.json
S208,5793738,APITaskCandidateUserConverter,activiti-core/activiti-api-impl/activiti-api-task-runtime-impl/src/main/java/org/activiti/runtime/api/model/impl/APITaskCandidateUserConverter.java,repos/5793738,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=APITaskCandidateUserConverterTest;test_path=activiti-core/activiti-api-impl/activiti-api-task-runtime-impl/src/test/java/org/activiti/runtime/api/model/impl/APITaskCandidateUserConverterTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_11.json
S209,5793738,APITaskCandidateGroupConverter,activiti-core/activiti-api-impl/activiti-api-task-runtime-impl/src/main/java/org/activiti/runtime/api/model/impl/APITaskCandidateGroupConverter.java,repos/5793738,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=APITaskCandidateGroupConverterTest;test_path=activiti-core/activiti-api-impl/activiti-api-task-runtime-impl/src/test/java/org/activiti/runtime/api/model/impl/APITaskCandidateGroupConverterTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_12.json
S210,5793738,AuthenticatedUserELResolver,activiti-core/activiti-engine/src/main/java/org/activiti/engine/impl/el/variable/AuthenticatedUserELResolver.java,repos/5793738,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=AuthenticatedUserELResolverTest;test_path=activiti-core/activiti-engine/src/test/java/org/activiti/engine/impl/el/variable/AuthenticatedUserELResolverTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_201.json
S211,5793738,ServiceTaskParseHandler,activiti-core/activiti-engine/src/main/java/org/activiti/engine/impl/bpmn/parser/handler/ServiceTaskParseHandler.java,repos/5793738,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=ServiceTaskParseHandlerTest;test_path=activiti-core/activiti-engine/src/test/java/org/activiti/engine/impl/bpmn/parser/handler/ServiceTaskParseHandlerTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_159.json
S212,5793738,MappingAwareUserTaskBehavior,activiti-core/activiti-api-impl/activiti-api-process-runtime-impl/src/main/java/org/activiti/runtime/api/impl/MappingAwareUserTaskBehavior.java,repos/5793738,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=MappingAwareUserTaskBehaviorTest;test_path=activiti-core/activiti-api-impl/activiti-api-process-runtime-impl/src/test/java/org/activiti/runtime/api/impl/MappingAwareUserTaskBehaviorTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_98.json
S213,5793738,ApplicationService,activiti-core-common/activiti-spring-application/src/main/java/org/activiti/application/ApplicationService.java,repos/5793738,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=ApplicationServiceTest;test_path=activiti-core-common/activiti-spring-application/src/test/java/org/activiti/application/ApplicationServiceTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_220.json
S214,5793738,IntegrationContextManagerImpl,activiti-core/activiti-engine/src/main/java/org/activiti/engine/impl/persistence/entity/integration/IntegrationContextManagerImpl.java,repos/5793738,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=IntegrationContextManagerImplTest;test_path=activiti-core/activiti-engine/src/test/java/org/activiti/engine/impl/persistence/entity/integration/IntegrationContextManagerImplTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_166.json
S215,5793738,ProcessInstanceBuilderImpl,activiti-core/activiti-engine/src/main/java/org/activiti/engine/impl/runtime/ProcessInstanceBuilderImpl.java,repos/5793738,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=ProcessInstanceBuilderImplTest;test_path=activiti-core/activiti-engine/src/test/java/org/activiti/engine/impl/runtime/ProcessInstanceBuilderImplTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_152.json
S216,5793738,VariableCreatedListenerDelegate,activiti-core/activiti-api-impl/activiti-api-runtime-shared-impl/src/main/java/org/activiti/runtime/api/event/internal/VariableCreatedListenerDelegate.java,repos/5793738,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Activiti/Activiti;test_class=VariableCreatedListenerDelegateTest;test_path=activiti-core/activiti-api-impl/activiti-api-runtime-shared-impl/src/test/java/org/activiti/runtime/api/event/internal/VariableCreatedListenerDelegateTest.java;dataset_json=raw/classes2test/dataset/5793738/5793738_31.json
S217,58194180,ZkTopicsWatcher,topic-operator/src/main/java/io/strimzi/operator/topic/ZkTopicsWatcher.java,repos/58194180,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=ZkTopicsWatcherTest;test_path=topic-operator/src/test/java/io/strimzi/operator/topic/ZkTopicsWatcherTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_410.json
S218,58194180,NodeUtils,operator-common/src/main/java/io/strimzi/operator/cluster/model/NodeUtils.java,repos/58194180,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=NodeUtilsTest;test_path=operator-common/src/test/java/io/strimzi/operator/cluster/model/NodeUtilsTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_501.json
S219,58194180,JvmOptions,api/src/main/java/io/strimzi/api/kafka/model/JvmOptions.java,repos/58194180,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=JvmOptionsTest;test_path=api/src/test/java/io/strimzi/api/kafka/model/JvmOptionsTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_435.json
S220,58194180,UserOperatorConfig,user-operator/src/main/java/io/strimzi/operator/user/UserOperatorConfig.java,repos/58194180,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=UserOperatorConfigTest;test_path=user-operator/src/test/java/io/strimzi/operator/user/UserOperatorConfigTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_534.json
S221,58194180,TopicSerialization,topic-operator/src/main/java/io/strimzi/operator/topic/TopicSerialization.java,repos/58194180,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=TopicSerializationTest;test_path=topic-operator/src/test/java/io/strimzi/operator/topic/TopicSerializationTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_382.json
S222,58194180,ListenersValidator,cluster-operator/src/main/java/io/strimzi/operator/cluster/model/ListenersValidator.java,repos/58194180,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=ListenersValidatorTest;test_path=cluster-operator/src/test/java/io/strimzi/operator/cluster/model/ListenersValidatorTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_100.json
S223,58194180,ResourceVisitor,operator-common/src/main/java/io/strimzi/operator/common/model/ResourceVisitor.java,repos/58194180,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=ResourceVisitorTest;test_path=operator-common/src/test/java/io/strimzi/operator/common/model/ResourceVisitorTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_487.json
S224,58194180,Labels,topic-operator/src/main/java/io/strimzi/operator/topic/Labels.java,repos/58194180,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=LabelsTest;test_path=topic-operator/src/test/java/io/strimzi/operator/topic/LabelsTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_393.json
S225,58194180,AbstractModel,cluster-operator/src/main/java/io/strimzi/operator/cluster/model/AbstractModel.java,repos/58194180,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=AbstractModelTest;test_path=cluster-operator/src/test/java/io/strimzi/operator/cluster/model/AbstractModelTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_144.json
S226,58194180,KubernetesVersion,operator-common/src/main/java/io/strimzi/operator/KubernetesVersion.java,repos/58194180,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=KubernetesVersionTest;test_path=operator-common/src/test/java/io/strimzi/operator/KubernetesVersionTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_454.json
S227,58194180,StatefulSetOperator,cluster-operator/src/main/java/io/strimzi/operator/cluster/operator/resource/StatefulSetOperator.java,repos/58194180,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=StatefulSetOperatorTest;test_path=cluster-operator/src/test/java/io/strimzi/operator/cluster/operator/resource/StatefulSetOperatorTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_312.json
S228,58194180,AbstractConfiguration,cluster-operator/src/main/java/io/strimzi/operator/cluster/model/AbstractConfiguration.java,repos/58194180,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/strimzi/strimzi-kafka-operator;test_class=AbstractConfigurationTest;test_path=cluster-operator/src/test/java/io/strimzi/operator/cluster/model/AbstractConfigurationTest.java;dataset_json=raw/classes2test/dataset/58194180/58194180_238.json
S229,65144978,Image4Base64Util,app/src/main/java/com/tangcheng/app/service/util/Image4Base64Util.java,repos/65144978,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=Image4Base64UtilTest;test_path=app/src/test/java/com/tangcheng/app/service/util/Image4Base64UtilTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_0.json
S230,65144978,Subject,learning-demo/src/main/java/com/tangcheng/learning/eventbus/Subject.java,repos/65144978,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=SubjectTest;test_path=learning-demo/src/test/java/com/tangcheng/learning/eventbus/SubjectTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_15.json
S231,65144978,CityRepository,app/src/main/java/com/tangcheng/app/dao/repository/CityRepository.java,repos/65144978,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=CityRepositoryTest;test_path=app/src/test/java/com/tangcheng/app/dao/repository/CityRepositoryTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_2.json
S232,65144978,DateUtil,learning-demo/src/main/java/com/tangcheng/learning/util/DateUtil.java,repos/65144978,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=DateUtilTest;test_path=learning-demo/src/test/java/com/tangcheng/learning/util/DateUtilTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_4.json
S233,65144978,NumberCalculate,learning-demo/src/main/java/com/tangcheng/learning/number/NumberCalculate.java,repos/65144978,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=NumberCalculateTest;test_path=learning-demo/src/test/java/com/tangcheng/learning/number/NumberCalculateTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_22.json
S234,65144978,VisitCounter,learning-demo/src/main/java/com/tangcheng/learning/concurrent/VisitCounter.java,repos/65144978,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=VisitCounterTest;test_path=learning-demo/src/test/java/com/tangcheng/learning/concurrent/VisitCounterTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_17.json
S235,65144978,MethodValidationServiceImpl,learning-demo/src/main/java/com/tangcheng/learning/validation/method/service/impl/MethodValidationServiceImpl.java,repos/65144978,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=MethodValidationServiceImplTest;test_path=learning-demo/src/test/java/com/tangcheng/learning/validation/method/service/impl/MethodValidationServiceImplTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_3.json
S236,65144978,StackDemoExam,learning-demo/src/main/java/com/tangcheng/learning/exam/StackDemoExam.java,repos/65144978,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=StackDemoExamTest;test_path=learning-demo/src/test/java/com/tangcheng/learning/exam/StackDemoExamTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_10.json
S237,65144978,AsyncTaskService,learning-demo/src/main/java/com/tangcheng/learning/thread/AsyncTaskService.java,repos/65144978,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=AsyncTaskServiceTest;test_path=learning-demo/src/test/java/com/tangcheng/learning/thread/AsyncTaskServiceTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_20.json
S238,65144978,Boy,learning-demo/src/main/java/com/tangcheng/learning/oo/Boy.java,repos/65144978,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=BoyTest;test_path=learning-demo/src/test/java/com/tangcheng/learning/oo/BoyTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_13.json
S239,65144978,Circle,learning-demo/src/main/java/com/tangcheng/learning/oo/Circle.java,repos/65144978,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=CircleTest;test_path=learning-demo/src/test/java/com/tangcheng/learning/oo/CircleTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_14.json
S240,65144978,Template,learning-demo/src/main/java/com/tangcheng/learning/util/template/Template.java,repos/65144978,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/helloworldtang/spring-boot-cookbook;test_class=TemplateTest;test_path=learning-demo/src/test/java/com/tangcheng/learning/util/template/TemplateTest.java;dataset_json=raw/classes2test/dataset/65144978/65144978_5.json
S241,74458764,SessionAgent,session-agent/src/main/java/com/amadeus/session/agent/SessionAgent.java,repos/74458764,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestSessionAgent;test_path=session-agent/src/test/java/com/amadeus/session/agent/TestSessionAgent.java;dataset_json=raw/classes2test/dataset/74458764/74458764_3.json
S242,74458764,HttpRequestWrapper,session-replacement/src/main/java/com/amadeus/session/servlet/HttpRequestWrapper.java,repos/74458764,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestHttpRequestWrapper;test_path=session-replacement/src/test/java/com/amadeus/session/servlet/TestHttpRequestWrapper.java;dataset_json=raw/classes2test/dataset/74458764/74458764_150.json
S243,74458764,CookieSessionTracking,session-replacement/src/main/java/com/amadeus/session/servlet/CookieSessionTracking.java,repos/74458764,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestCookieSessionTracking;test_path=session-replacement/src/test/java/com/amadeus/session/servlet/TestCookieSessionTracking.java;dataset_json=raw/classes2test/dataset/74458764/74458764_206.json
S244,74458764,InitializeSessionManagement,session-replacement/src/main/java/com/amadeus/session/servlet/InitializeSessionManagement.java,repos/74458764,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestInitializeSessionManagement;test_path=session-replacement/src/test/java/com/amadeus/session/servlet/TestInitializeSessionManagement.java;dataset_json=raw/classes2test/dataset/74458764/74458764_171.json
S245,74458764,UrlSessionTracking,session-replacement/src/main/java/com/amadeus/session/servlet/UrlSessionTracking.java,repos/74458764,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestUrlSessionTracking;test_path=session-replacement/src/test/java/com/amadeus/session/servlet/TestUrlSessionTracking.java;dataset_json=raw/classes2test/dataset/74458764/74458764_175.json
S246,74458764,ExpirationListener,session-replacement/src/main/java/com/amadeus/session/repository/redis/ExpirationListener.java,repos/74458764,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestExpirationListener;test_path=session-replacement/src/test/java/com/amadeus/session/repository/redis/TestExpirationListener.java;dataset_json=raw/classes2test/dataset/74458764/74458764_80.json
S247,74458764,RepositoryBackedSession,session-replacement/src/main/java/com/amadeus/session/RepositoryBackedSession.java,repos/74458764,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestRepositoryBackedSession;test_path=session-replacement/src/test/java/com/amadeus/session/TestRepositoryBackedSession.java;dataset_json=raw/classes2test/dataset/74458764/74458764_10.json
S248,74458764,JedisPoolFacade,session-replacement/src/main/java/com/amadeus/session/repository/redis/JedisPoolFacade.java,repos/74458764,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestJedisPoolFacade;test_path=session-replacement/src/test/java/com/amadeus/session/repository/redis/TestJedisPoolFacade.java;dataset_json=raw/classes2test/dataset/74458764/74458764_48.json
S249,74458764,InMemoryRepository,session-replacement/src/main/java/com/amadeus/session/repository/inmemory/InMemoryRepository.java,repos/74458764,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestInMemoryRepository;test_path=session-replacement/src/test/java/com/amadeus/session/repository/inmemory/TestInMemoryRepository.java;dataset_json=raw/classes2test/dataset/74458764/74458764_144.json
S250,74458764,RandomIdNoLuhnProvider,session-replacement/src/main/java/com/amadeus/session/RandomIdNoLuhnProvider.java,repos/74458764,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestRandomIdNoLuhnProvider;test_path=session-replacement/src/test/java/com/amadeus/session/TestRandomIdNoLuhnProvider.java;dataset_json=raw/classes2test/dataset/74458764/74458764_240.json
S251,74458764,JdkSerializerDeserializer,session-replacement/src/main/java/com/amadeus/session/JdkSerializerDeserializer.java,repos/74458764,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestJdkSerializerDeserializer;test_path=session-replacement/src/test/java/com/amadeus/session/TestJdkSerializerDeserializer.java;dataset_json=raw/classes2test/dataset/74458764/74458764_148.json
S252,74458764,SessionData,session-replacement/src/main/java/com/amadeus/session/SessionData.java,repos/74458764,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/AmadeusITGroup/HttpSessionReplacer;test_class=TestSessionData;test_path=session-replacement/src/test/java/com/amadeus/session/TestSessionData.java;dataset_json=raw/classes2test/dataset/74458764/74458764_237.json
S253,74581177,Launcher,generator.client.javascript/src/main/java/com/bbva/kltt/apirest/generator/client/javascript/launcher/Launcher.java,repos/74581177,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=LauncherTest;test_path=generator.client.javascript/src/test/java/com/bbva/kltt/apirest/generator/client/javascript/launcher/LauncherTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_54.json
S254,74581177,ItemFactory,core/src/main/java/com/bbva/kltt/apirest/core/parsed_info/common/ItemFactory.java,repos/74581177,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=ItemFactoryTest;test_path=core/src/test/java/com/bbva/kltt/apirest/core/parsed_info/common/ItemFactoryTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_40.json
