﻿id,authors,title,year,source,publisher,articleurl,citesurl,abstract,fulltexturl,relatedurl,String Search,v1_decision,v1_reason,v2_decision,v2_reason
27,"R Dong, F Tong, H Huang, X Zhu, X Xiao",One Mutation Fits All: Exploring Universal Library Fuzzing based on Exogenous Mutation,2025, on Dependable and ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11079961/,"https://scholar.google.com/scholar?cites=7864195098121626975&as_sdt=2005&sciodt=0,5&hl=en"," Our results show significant improvements in code coverage  format, coupled with our LLMbased conversion approach,  raw execution speed for effective test case generation. While ",,"https://scholar.google.com/scholar?q=related:X2Xog8Y7I20J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo tập trung vào fuzzing thu vi?n, không phải sinh unit test tự động.",,
28,"S Zarebski, K Rusek, P Cholda",Regression test optimization for software of the cellular network base stations: a language-based approach,2026,Expert Systems with Applications,Elsevier,https://www.sciencedirect.com/science/article/pii/S0957417426001399,"https://scholar.google.com/scholar?cites=3849176524336303575&as_sdt=2005&sciodt=0,5&hl=en","This paper introduces Linear Model of Latent Dirichlet Allocation (LMLDA), a novel methodology for software test optimization that directly addresses the gap between computationally-",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5428185,"https://scholar.google.com/scholar?q=related:143WsqcFazUJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
29,"S Zhou, T Li, K Wang, Y Huang, Là Shi",Understanding the effectiveness of coverage criteria for large language models: A special angle from jailbreak attacks,2025,2025 IEEE/ACM 47th ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11029795/,"https://scholar.google.com/scholar?cites=15858931815758362520&as_sdt=2005&sciodt=0,5&hl=en"," security capabilities for LLM-integrated systems. Additionally, we propose test case prioritization to  Mirroring the design of code coverage based on program logic, a series of studies ",https://arxiv.org/pdf/2408.15207,"https://scholar.google.com/scholar?q=related:mPdqU3Y-FtwJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào kiểm thử mà hnh ngn ng? là?n (LLM) tru?c t?n cng jailbreak, không lin quan đến sinh Unit Test tự động cho Java/Python.",,
30,"Mà Barboni, F Lampa, A Morichetta",Alchemist: LLM-driven test generation using solidity mutants and the scientific method,2025, on Blockchain and ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11114643/,"https://scholar.google.com/scholar?cites=16294505606177129547&as_sdt=2005&sciodt=0,5&hl=en"," the LLM generates a corresponding test case t. To perform this task, we provide to the LLM:  This work bridges LLM-driven test generation and mutation testing to automatically enhance ",,"https://scholar.google.com/scholar?q=related:S4TMToS2IeIJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung sinh unit test cho Solidity (blockchain), không phải Java/Python như yêu cầu.",,
31,"X Hu, F Niu, J Chen, X Zhou, J Zhang, J He",Assessing and advancing benchmarks for evaluating large language models in software engineering tasks,2025,ACM Transactions on ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3786771,"https://scholar.google.com/scholar?cites=6541659667582222612&as_sdt=2005&sciodt=0,5&hl=en", We have identified key challenges associated with LLM  challenges and opportunities of LLM benchmarks in the field of  test cases with high code coverage or strong bug detection ,https://dl.acm.org/doi/pdf/10.1145/3786771,"https://scholar.google.com/scholar?q=related:FAG9986kyFoJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào dnh gi và c?i ti?n benchmark cho LLM trong các tc và? cng ngh? phần mà?mà ni chung, không c tr?ng tìm c?t li là sinh Unit Test tự động.",,
32,"S Patel, A Yadavally, H Dhulipala",Planning a large language model for static detection of runtime errors in code snippets,2025,2025 IEEE/ACM 47th ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11029953/,"https://scholar.google.com/scholar?cites=12007959044958849442&as_sdt=2005&sciodt=0,5&hl=en"," /failing test cases, while ORCA works only on one test case and for incomplete code.  Yadavally, and TN Nguyen, Planning to guide llm for code coverage prediction, in Proceedings of ",,"https://scholar.google.com/scholar?q=related:ogk2aCHXpKYJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P, EC-O: Bi bo tập trung vào pht hi?n lỗi runtime tinh (static detection of runtime errors), không phải sinh unit test tự động.",,
33,"Mà Yan, J Chen, T Jiang, J Jiang",Evaluating Spectrum-Based Fault Localization on Deep Learning Libraries,2025,IEEE Transactions on ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10930847/,"https://scholar.google.com/scholar?cites=13097586511829065482&as_sdt=2005&sciodt=0,5&hl=en"," the LLM to generate a potential passing test case based on the original failing test case and  , we compared the code coverage of the test cases generated by each technique with the ",,"https://scholar.google.com/scholar?q=related:Ct-E3In5w7UJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P, EC-O: Bi bo tập trung vào fault localization (định vị lỗi) cho thu vi?n deep learning, không phải sinh tự động unit test. Việc sinh test case ch? là phương tiện hỗ trợ, không phải tr?ng tìm c?t li.",,
34,"B Yang, S Li, J Li, K Du, H Yu, J Sun",Enhancing Test Case Generation for Fuzzing Deep Learning Libraries Using Few-Shot Learning,2025,2025 IEEE 10th ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11360415/,," In this work, we utilize an LLM-based test case generation method  By iteratively refining our test case requirements through  can effectively increase the code coverage of the software to ",,"https://scholar.google.com/scholar?q=related:4WO_VWGeIRcJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo tập trung vào sinh test case cho fuzzing thu vi?n deep learning, không phải sinh Unit Test tự động cho Java/Python. Ngoi ra không c thông tin và? GPT-4 (IC-I) và số liệu coverage cụ thể (IC-E).",,
35,"X Li, J Chen, Mà Yan, D Wang, X Fan",FLAME: Enhancing Functional Coverage in Processor Verification via Large Language Models,2026, on Computer-Aided ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11404211/,, just measure code execution paths like code coverage does [5]. Functional  the LLM will produce a test case that is explicitly tailored as an input for target functional points. This test case ,https://cdn.superpung.com/publications/TCAD-2026-FLAME-Paper.pdf,"https://scholar.google.com/scholar?q=related:m2AIzLaWzqYJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P, EC-O: Bi bo tập trung vào kiểm thử ch?c nang b? x? là (processor functional verification), không phải sinh Unit Test tự động cho Java/Python. Không dp ?ng tiêu chí tr?ng tìm c?t li.",,
36,"X Chen, J Liu, Y Zhang, Q Hu, Y Han, R Zhang",TraceAwareness and dual-strategy fuzz testing: Enhancing path coverage and crash localization with stochastic science and large language models,2025,Computers and ,Elsevier,https://www.sciencedirect.com/science/article/pii/S0045790625002095,"https://scholar.google.com/scholar?cites=8290573721148451784&as_sdt=2005&sciodt=0,5&hl=en","This paper proposes an innovative fuzzing technique to address path coverage and crash localization challenges inherent in traditional methods. We introduce TraceAwareness, a ",,"https://scholar.google.com/scholar?q=related:yOs9wd8IDnMJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo tập trung vào fuzzing và crash localization, không phải sinh unit test tự động (Java/Python).",,
37,"X Liu, J Lin, W Dong, Z Tang",Large Language Model-Assisted Security Testing for Embedded Systems,2025, Conference on Signal ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11406662/,," code coverage of firmware execution, this paper proposes a Large Language Model (LLM)- To further evaluate the effectiveness of LLM-assisted test case generation (RQ2), this paper ",,"https://scholar.google.com/scholar?q=related:HHSJc_zsqRwJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo tập trung vào kiểm thử bảo mật cho hệ thống nhng, không phải sinh unit test tự động cho Java/Python.",,
38,"E Andrews, A Jayasena",Semantic-Guided Test Generation using Fine-Tuned LLMs for Validation of Hardware Accelerators,2026,2026 27th International ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11534681/,, how each newly generated test case contributes to exercising  Figure 5 contains a sample test case produced by SGTG with  the LLM learned that achieving high code coverage requires ,,"https://scholar.google.com/scholar?q=related:gXUwlRUu2kgJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P, EC-O: Bi bo tập trung vào sinh test cho kiểm thử phần c?ng (hardware accelerators), không phải sinh Unit Test tự động cho Java/Python. Ngoi ra, không c thông tin và? việc sử dụng GPT-4 hay số liệu coverage cụ thể.",,
39,"B Qian, Y Gu, C Wu, Y Mu, X Sun",Fuzz Testing for Polymorphic Network Firmware: A Collaborative Optimization Framework of LLMs and Neural Networks,2025, of the ACM Conext-2025 Workshop ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3769697.3771241,"https://scholar.google.com/scholar?cites=12229245587090256211&as_sdt=2005&sciodt=0,5&hl=en", show that combining LLM generation with neural scheduling raises code coverage from about 30 a mutated test case achieves strictly higher code coverage than its previous execution. ,https://dl.acm.org/doi/pdf/10.1145/3769697.3771241,"https://scholar.google.com/scholar?q=related:UzGHcRECt6kJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo tập trung vào fuzz testing cho firmware mà?ng, không phải sinh unit test tự động cho Java/Python.",,
40,"B Li, W Wu, Z Tang, Là Shi, J Yang, J Li",Prompting large language models to tackle the full software development lifecycle: A case study,2025,Proceedings of the ,aclanthology.org,https://aclanthology.org/2025.coling-main.502/,"https://scholar.google.com/scholar?cites=9925789981307756119&as_sdt=2005&sciodt=0,5&hl=en"," code demonstrates potential in code coverage, achieving as high  , and architecture design to generate unit test codes that facilitate a  We find that GPT4-Turbo demonstrates superior ",https://aclanthology.org/2025.coling-main.502.pdf,"https://scholar.google.com/scholar?q=related:V976HmZ9v4kJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Tr?ng tìm c?t li của bi bo là dnh gi LLM trn ton b? vng d?i pht tri?n phần mà?mà, không tập trung vào sinh Unit Test tự động; unit test ch? là mà?t phần nh? trong case study.",,
41,"H Dhulipala, A Yadavally, SS Patel",CRISPE: Semantic-Guided Execution Planning and Dynamic Reasoning for Enhancing Code Coverage Prediction,2025,Proceedings of the ACM ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3729401,"https://scholar.google.com/scholar?cites=13034209954716732251&as_sdt=2005&sciodt=0,5&hl=en"," Since the test case directly 2 provides the integer n = 1, we consider that line 1 is executed  prompt to instruct the LLM to create its own plan in computing the code coverage. As outlined ",https://dl.acm.org/doi/pdf/10.1145/3729401,"https://scholar.google.com/scholar?q=related:W0vARuXQ4rQJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo tập trung vào d? don độ phủ mà (code coverage prediction), không phải sinh tự động unit test.",,
42,"B Cao, W Tong, Z Tang, Z Wang",Nwa: Enhancing MLIR Fuzzing with LLM-Driven Generation and Adaptive Mutation,2025, and Evolution (ICSME ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11185938/,"https://scholar.google.com/scholar?cites=793216547056049017&as_sdt=2005&sciodt=0,5&hl=en"," test case using the following formula:  Code Coverage Code coverage is one of the key factors in accurately evaluating test coverage. To accurately compare the source code coverage, ",,"https://scholar.google.com/scholar?q=related:eds8NT8SAgsJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào fuzzing MLIR, không phải sinh unit test tự động cho Java/Python.",,
43,S Unnikrishnan,LLM Assisted Code Coverage Closure,2025,2025 IEEE 38th International System-on-Chip ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11235412/,," Some of the identified areas for LLM integration includes chip  on improving code coverage, where a LLM is employed to  Simulate test case with various coverage types enabled to ",,"https://scholar.google.com/scholar?q=related:T4QJfWTGXFQJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào c?i thì?n code coverage trong thì?t k? chip (System-on-Chip), không phải sinh unit test tự động cho Java/Python.",,
44,"R Meng, GJ Duck",Large language model assisted hybrid fuzzing,2026,IEEE Transactions on ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11523642/,"https://scholar.google.com/scholar?cites=13265564986546149217&as_sdt=2005&sciodt=0,5&hl=en"," greybox fuzzing with LLM-based concolic execution to maximize code coverage. It is  Jin, Hits: High-coverage llm-based unit test generation via method slicing, in Proceedings ",https://arxiv.org/pdf/2412.15931,"https://scholar.google.com/scholar?q=related:YVfxPxLBGLgJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo tập trung vào hybrid fuzzing d? tìm lỗ hổng, không phải sinh unit test tự động.",,
45,"Là Ma, S Liu, Y Li, X Xie, Là Bu",Specgen: Automated generation of formal program specifications via large language models,2025,2025 IEEE/ACM 47th ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11029962/,"https://scholar.google.com/scholar?cites=9589613760033034070&as_sdt=2005&sciodt=0,5&hl=en"," We compare SpecGen against Purely LLM-based approaches and representative non-LLM  The test suites achieve an average instruction coverage of 90.16%, branch coverage of ",https://arxiv.org/pdf/2401.08807,"https://scholar.google.com/scholar?q=related:Vo_3I-gmFYUJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo tập trung vào sinh đặc tả chương trình hnh th?c (formal program specifications), không phải sinh unit test tự động. IC-P không th?a mn.",,
46,"MG Talaat, Mà Hassan, Mà Sayed",GrammLLM: Grammar-Guided LLM Test Generation for Compiler Validation,2025,2025 37th ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11322450/,, Random generation misses rare constructs; manual testing doesn't scale; mutation testing  refined into an executable test case using a Large Language Model. Experimental results ,,"https://scholar.google.com/scholar?q=related:4Yz6v8aBT8YJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào sinh test case cho kiểm thử trnh bin đặch (compiler validation), không phải sinh Unit Test tự động cho Java/Python.",,
47,"Y Peng, J Wu, X Ling, Z Li, T Luo",OptionFuzz: Fuzzing SMT Solvers with Optimized Option Exploration via Large Language Models,2025,2025 IEEE International ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11186097/,"https://scholar.google.com/scholar?cites=45838575438975703&as_sdt=2005&sciodt=0,5&hl=en"," When a test case induces a performance issue, we analyze the  GPT-4 was used as the LLM for relationship identification  tool gcov to measure the code coverage. All the tools were set ",,"https://scholar.google.com/scholar?q=related:19IMBvHZogAJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào fuzzing SMT solvers, không phải sinh Unit Test tự động cho Java/Python.",,
48,"J Wang, P Yu, Y Qin, Y Jiang, Y Yao, X Ma",NexuSym: Marrying symbolic path finders with large language models,2025,Automated Software ,Springer,https://link.springer.com/article/10.1007/s10515-025-00529-1,," technique for automated test case generation, ensuring  have developed a test case reducer, which normalizes the LLM- of achieving the highest code coverage.This demonstrates that ",,"https://scholar.google.com/scholar?q=related:px2admbxG-oJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,UNSURE,"IC-I, IC-E: Không c full-text, không th? xác nhận sử dụng GPT-4 và số liệu coverage cụ thể.",Include,"Đọc full-text, xác nhận đủ IC"
49,"Y Xiang, Z Yang, J Peng, H Bauer",Automated bug discovery in cloud infrastructure-as-code updates with llm agents,2025,2025 IEEE/ACM ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11029328/,"https://scholar.google.com/scholar?cites=12566609919155439949&as_sdt=2005&sciodt=0,5&hl=en", leverage an LLM agent that digests known buggy updates from the bug store and reorders the test case  This approach not only preserves diversity for mutation testing but also reduces ,https://www.cs-pk.com/terrafault-aiops-2025.pdf,"https://scholar.google.com/scholar?q=related:TQkpBiSRZa4J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P, EC-O: Bi bo tập trung vào pht hi?n lỗi trong c?p nh?t co s? h? t?ng dưới đúng mà (IaC) sử dụng tc nhn LLM, không phải sinh unit test tự động cho Java/Python.",,
50,"VIT Perera, DI De Silva",Evaluating Large Language Models for Software Testing: A Systematic Review of Metrics and Practices,2025,International Conference on Computing and ,Springer,https://link.springer.com/chapter/10.1007/978-3-032-18913-4_27,, This review synthesizes contemporary research on LLM- specifically focusing on LLM-based test case generation. Selection  high statement and branch coverage. Improvements include ,,"https://scholar.google.com/scholar?q=related:wDefE5Zfo94J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-N: Bi bo là mà?t systematic review thuần túy, không c thực nghiệm gốc.",,
51,"H Tanaka, H Tanaka, K Shimari",Understanding the Characteristics of LLM-Generated Property-Based Tests in Exploring Edge Cases,2025,2025 2nd IEEE/ACM ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11334197/,"https://scholar.google.com/scholar?cites=9436450308174035405&as_sdt=2005&sciodt=0,5&hl=en"," Mutation Testing intentionally introduces changes (mutants) to the program to evaluate test  While computing these detection rates, we exclude at least one wrong test case in 5 out of 16 ",https://arxiv.org/pdf/2510.25297,"https://scholar.google.com/scholar?q=related:zblWD48B9YIJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-I: Bi bo sử dụng Claude-4-sonnet, không c số liệu ring cho GPT-4 ho?c GPT-4o.",,
52,"Q Wu, C Peng, P Gao, R Hu, H Gan",Repomastereval: Evaluating code completion via real-world repositories,2025,2025 40th IEEE/ACM ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11334249/,"https://scholar.google.com/scholar?cites=584730644299591305&as_sdt=2005&sciodt=0,5&hl=en"," , we employed mutation testing and manual test case crafting. Mutation testing generates  We use a human-LLM collaboration mode, where LLMs are prompted to enhance the test ",https://arxiv.org/pdf/2408.03519?,"https://scholar.google.com/scholar?q=related:iS7DRmxhHQgJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P - Bi bo tập trung vào dnh gi code completion, không phải sinh unit test tự động.",,
53,"Mà Chen, B Wang, Y Lin",CAMUS: Context-Aware Neural Mutation Selection,2025,2025 32nd Asia-Pacific ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11396597/,"https://scholar.google.com/scholar?cites=10886293160367823804&as_sdt=2005&sciodt=0,5&hl=en"," ie, mutation testing, MBFL, and MBTCP, by comparing it with state-ofthe-art mutation selection techniques, including the recent large language model  evaluate the test case prioritization ",,"https://scholar.google.com/scholar?q=related:vBt9iPPhE5cJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào là?a ch?n đột biến (mutation selection) cho kiểm thử đột biến, không phải sinh tự động unit test. Không dp ?ng tr?ng tìm c?t li.",,
54,"S Agarwal, P Nie, Mà Nagappan",What Inputs Drive Effective LLM-based Unit Test Generation?,2025,IEEE Software,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11205490/,"https://scholar.google.com/scholar?cites=15704371105502887431&as_sdt=2005&sciodt=0,5&hl=en"," tests that dont improve code coverage, potentially skewing results. To address this, we use a greedy algorithm10 for coverage-based test case reduction, removing tests that dont ",,"https://scholar.google.com/scholar?q=related:B35orFAi8dkJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,UNSURE,Không c full-text để xác minh IC-I (bắt buộc sử dụng GPT-4/GPT-4o) và IC-E (số liệu cụ thể và? Branch Coverage ho?c Mutation Score).,Include,"Đọc full-text, xác nhận đủ IC"
55,"T Hu, Z Fan, Z Ye, G Ye, Là He",SSFuzz: Synthesizing and scheduling bug-triggering code segments for history-driven compiler testing,2026,Empirical Software Engineering,Springer,https://link.springer.com/article/10.1007/s10664-025-10777-0,," We selected GPT-4-turbo for test case synthesis because it yielded the best overall  the effectiveness of test case generation in SSFuzz, we compare the line code coverage between ",,"https://scholar.google.com/scholar?q=related:3kaNYfYgMgQJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo tập trung vào kiểm thử trnh bin đặch (compiler testing), không phải sinh unit test tự động cho Java/Python.",,
