sample_index,class_key,project,repo_id,module,scope_key,build_tool,focal_class,test_class,status,fail_stage,duration_sec,sandbox_path,detail
211,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbrepositoryquery.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,SimpleDbRepositoryQuery,SimpleDbRepositoryQuery_RBL4_ec1e9b28Test,PASS,ok,0.295,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\211_9619226_ec1e9b28,sandbox readiness passed
212,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/util/maputils.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,MapUtils,MapUtils_RBL4_d5ece548Test,PASS,ok,0.303,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\212_9619226_d5ece548,sandbox readiness passed
213,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/exception/simpledbexceptiontranslator.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,SimpleDbExceptionTranslator,SimpleDbExceptionTranslator_RBL4_9f019880Test,PASS,ok,0.282,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\213_9619226_9f019880,sandbox readiness passed
214,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/parttreeconverter.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,PartTreeConverter,PartTreeConverter_RBL4_0742ac9cTest,PASS,ok,0.295,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\214_9619226_0742ac9c,sandbox readiness passed
215,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/attributeutil/simpledbattributeconverter.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,SimpleDBAttributeConverter,SimpleDBAttributeConverter_RBL4_3b9a0f18Test,PASS,ok,0.299,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\215_9619226_3b9a0f18,sandbox readiness passed
216,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doublenameresolver.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,DoubleNameResolver,DoubleNameResolver_RBL4_9722645dTest,PASS,ok,6.731,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\216_97822421_9722645d,sandbox readiness passed
217,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/annotation/nodoubleclassdefined.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,NoDoubleClassDefined,NoDoubleClassDefined_RBL4_f739e0feTest,PASS,ok,0.438,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\217_97822421_f739e0fe,sandbox readiness passed
218,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/mockclassresolver.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,MockClassResolver,MockClassResolver_RBL4_7e494c92Test,PASS,ok,0.414,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\218_97822421_7e494c92,sandbox readiness passed
219,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doubleconfigurationresolver.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,DoubleConfigurationResolver,DoubleConfigurationResolver_RBL4_f449ae5fTest,PASS,ok,0.488,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\219_97822421_f449ae5f,sandbox readiness passed
220,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/applicationcontextwalker.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,ApplicationContextWalker,ApplicationContextWalker_RBL4_8573e9e6Test,PASS,ok,0.611,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\220_97822421_8573e9e6,sandbox readiness passed
221,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/beandefinitionfinder.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,BeanDefinitionFinder,BeanDefinitionFinder_RBL4_e4d7c8afTest,PASS,ok,0.399,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\221_97822421_e4d7c8af,sandbox readiness passed
222,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doublesearch.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,DoubleSearch,DoubleSearch_RBL4_ffeb6769Test,PASS,ok,0.555,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\222_97822421_ffeb6769,sandbox readiness passed
223,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/doublename.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,DoubleName,DoubleName_RBL4_a3466d37Test,PASS,ok,0.812,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\223_97822421_a3466d37,sandbox readiness passed
224,98410891:core/src/main/java/com/softavail/commsrouter/eval/rsqlevaluatorfactory.java,98410891,98410891,core,maven:core,Maven,RsqlEvaluatorFactory,RsqlEvaluatorFactory_RBL4_fb92d911Test,PASS,ok,33.14,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\224_98410891_fb92d911,sandbox readiness passed
225,98410891:core/src/main/java/com/softavail/commsrouter/domain/routerobject.java,98410891,98410891,core,maven:core,Maven,RouterObject,RouterObject_RBL4_12e60e04Test,PASS,ok,36.068,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\225_98410891_12e60e04,sandbox readiness passed
226,98410891:applications/demo/src/main/java/com/softavail/comms/demo/application/impl/cfg4jconfiguration.java,98410891,98410891,applications/demo,maven:applications/demo,Maven,Cfg4jConfiguration,Cfg4jConfiguration_RBL4_4b1af932Test,PASS,ok,27.605,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\226_98410891_4b1af932,sandbox readiness passed
227,98410891:applications/demo/src/main/java/com/softavail/comms/demo/application/impl/propertiesconfiguration.java,98410891,98410891,applications/demo,maven:applications/demo,Maven,PropertiesConfiguration,PropertiesConfiguration_RBL4_1e12e7ddTest,PASS,ok,27.154,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\227_98410891_1e12e7dd,sandbox readiness passed
228,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberintervalboundary.java,98410891,98410891,core-interface,maven:core-interface,Maven,NumberIntervalBoundary,NumberIntervalBoundary_RBL4_1b7997e6Test,PASS,ok,13.689,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\228_98410891_1b7997e6,sandbox readiness passed
229,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberattributedomaindto.java,98410891,98410891,core-interface,maven:core-interface,Maven,NumberAttributeDomainDto,NumberAttributeDomainDto_RBL4_a597dd0fTest,PASS,ok,27.13,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\229_98410891_a597dd0f,sandbox readiness passed
230,98410891:core/src/main/java/com/softavail/commsrouter/api/service/skillvalidator.java,98410891,98410891,core,maven:core,Maven,SkillValidator,SkillValidator_RBL4_cb7f3212Test,PASS,ok,24.549,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\230_98410891_cb7f3212,sandbox readiness passed
231,98410891:core/src/main/java/com/softavail/commsrouter/domain/dto/mappers/attributedomainmapper.java,98410891,98410891,core,maven:core,Maven,AttributeDomainMapper,AttributeDomainMapper_RBL4_8e2f6551Test,PASS,ok,36.997,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\231_98410891_8e2f6551,sandbox readiness passed
232,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/manytomanyannotationhandler.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,ManyToManyAnnotationHandler,ManyToManyAnnotationHandler_RBL4_a6306c47Test,PASS,ok,25.816,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\232_9884445_a6306c47,sandbox readiness passed
233,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/securemultipleannotationhandler.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,SecureMultipleAnnotationHandler,SecureMultipleAnnotationHandler_RBL4_3b15123aTest,PASS,ok,28.926,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\233_9884445_3b15123a,sandbox readiness passed
234,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/elementcollectionannotationhandler.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,ElementCollectionAnnotationHandler,ElementCollectionAnnotationHandler_RBL4_7e40a186Test,PASS,ok,29.677,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\234_9884445_7e40a186,sandbox readiness passed
235,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/metadata/resourcemetadatabuilder.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,ResourceMetaDataBuilder,ResourceMetaDataBuilder_RBL4_c1478021Test,PASS,ok,33.454,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\235_9884445_c1478021,sandbox readiness passed
236,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/searchableannotationhandler.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,SearchableAnnotationHandler,SearchableAnnotationHandler_RBL4_19519df8Test,PASS,ok,39.132,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\236_9884445_19519df8,sandbox readiness passed
237,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/applicationenhancer.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,ApplicationEnhancer,ApplicationEnhancer_RBL4_7bd3161bTest,PASS,ok,41.77,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\237_9884445_7bd3161b,sandbox readiness passed
238,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/resourceutil.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,ResourceUtil,ResourceUtil_RBL4_be372e05Test,PASS,ok,41.632,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\238_9884445_be372e05,sandbox readiness passed
239,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/actionmetadata.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,ActionMetaData,ActionMetaData_RBL4_8bc4b0feTest,PASS,ok,41.628,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\239_9884445_8bc4b0fe,sandbox readiness passed
